40
B	D	20	49	520	840	L	L	-0.002	-0.0023
A	D	5	37	690	780	L	L	-0.002	-0.0023
C	A	11	60	780	650	L	L	-0.002	-0.0023
D	A	19	45	820	300	L	H	-0.0052	-0.4787
B	D	8	27	520	730	H	L	-0.0004	-0.0012
C	D	3	59	550	290	L	H	-0.0052	-0.4787
D	C	12	34	570	220	L	H	-0.0052	-0.4787
D	A	7	47	770	630	L	L	-0.002	-0.0023
D	A	9	34	890	760	L	L	-0.002	-0.0023
B	A	9	54	690	310	L	H	-0.0052	-0.4787
B	A	16	47	700	650	L	L	-0.002	-0.0023
B	A	18	27	710	500	H	H	-0.0051	-0.4339
B	A	9	53	750	840	L	L	-0.002	-0.0023
B	D	16	40	970	770	L	L	-0.002	-0.0023
C	D	16	56	540	310	L	H	-0.0052	-0.4787
D	C	15	50	580	630	L	L	-0.002	-0.0023
C	D	13	56	940	310	L	H	-0.0052	-0.4787
D	A	14	27	500	660	H	L	-0.0004	-0.0012
A	D	12	30	590	230	H	H	-0.0051	-0.4339
D	B	5	54	770	740	L	L	-0.002	-0.0023
D	B	9	54	770	520	L	L	-0.002	-0.0023
B	C	8	45	890	140	L	H	-0.0052	-0.4787
B	C	19	55	510	240	L	H	-0.0052	-0.4787
C	B	8	43	550	150	L	H	-0.0052	-0.4787
A	B	6	55	590	560	L	L	-0.002	-0.0023
D	A	12	36	550	850	L	L	-0.002	-0.0023
B	D	7	31	930	490	L	H	-0.0052	-0.4787
D	C	17	52	780	950	L	L	-0.002	-0.0023
B	D	20	48	570	900	L	L	-0.002	-0.0023
A	D	14	51	740	930	L	L	-0.002	-0.0023
B	A	14	30	530	540	H	L	-0.0004	-0.0012
C	B	15	52	980	340	L	H	-0.0052	-0.4787
C	B	10	57	810	740	L	L	-0.002	-0.0023
C	B	15	46	720	450	L	H	-0.0052	-0.4787
D	B	16	55	550	980	L	L	-0.002	-0.0023
C	D	13	35	880	630	L	L	-0.002	-0.0023
A	C	10	26	870	510	H	L	-0.0004	-0.0012
C	A	13	48	680	870	L	L	-0.002	-0.0023
B	A	6	44	560	810	L	L	-0.002	-0.0023
A	D	19	29	760	340	H	H	-0.0051	-0.4339
